"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PRKCE",6.31011893039178e-30,-0.280378173890774,0.669,0.843,1.58415535747486e-25
"DNAJC5",6.39272841622843e-30,-0.258301517861034,0.222,0.395,1.60489446889415e-25
"WWP1",6.9408259108203e-30,-0.325714729088953,0.262,0.433,1.74249434491144e-25
"KIAA1217",7.02887031004364e-30,-0.347997065981081,0.463,0.614,1.76459789133646e-25
"ROCK2",1.21054397277038e-29,-0.287098715917523,0.563,0.748,3.03907064364003e-25
"SNAP91",1.93686937332122e-29,-0.27901756236183,0.648,0.803,4.86251056172292e-25
"SLC39A10",1.94175553257413e-29,-0.345870688880285,0.454,0.635,4.87477726452735e-25
"FAM19A1",3.35152044124288e-29,0.646616001755154,0.592,0.482,8.41399206774026e-25
"PEX5L",5.38791792186276e-29,0.487579895767592,0.762,0.768,1.35263679428365e-24
"MAP1B",8.30243260753369e-29,-0.594032195935299,0.802,0.906,2.08432570612133e-24
"OGFRL1",8.98511394642887e-29,-0.259220761184405,0.225,0.394,2.25571285625097e-24
"LDB2",9.33053432907927e-29,0.426863990382977,0.733,0.654,2.34243064331535e-24
"AP2M1",1.26323147816339e-28,-0.280938191325866,0.339,0.538,3.1713426259292e-24
"NCS1",1.72692563851382e-28,-0.271148517709256,0.264,0.442,4.33544681548896e-24
"FKBP5",2.00588547640307e-28,0.731658322630538,0.306,0.206,5.0357754885099e-24
"HHAT",2.04531275334236e-28,-0.443498850108792,0.173,0.306,5.13475766726599e-24
"CHCHD10",2.09498364506816e-28,-0.265405611513069,0.146,0.287,5.25945644094363e-24
"CCNI",2.99460807744109e-28,-0.278724119650587,0.269,0.444,7.51796357841586e-24
"DPYSL2",3.83721609501776e-28,-0.345107217849699,0.552,0.749,9.63333100654209e-24
"DMXL2",5.23384473124937e-28,-0.254547714518723,0.43,0.64,1.31395671978015e-23
"PTK2",7.3073615242056e-28,0.423721048545708,0.734,0.737,1.83451311065182e-23
"NF1",1.51422961300832e-27,-0.28612904027825,0.547,0.734,3.80147344345738e-23
"L3MBTL4",1.56422127942253e-27,-0.72432680239001,0.21,0.339,3.92697752199026e-23
"BTBD3",1.70300655588461e-27,-0.266127790489322,0.26,0.433,4.27539795854832e-23
"SLC1A2",1.88600532648565e-27,-0.253011736518967,0.221,0.389,4.73481637214223e-23
"SSBP3",1.90848349322243e-27,-0.357948301084656,0.452,0.639,4.79124780973492e-23
"TMEM132D",2.19671753645086e-27,0.564698110136158,0.681,0.639,5.51485937525989e-23
"NELL1",7.15886152348662e-27,0.529020479825896,0.532,0.437,1.79723218547132e-22
"NRXN3",8.36113996818573e-27,-0.309837073706435,0.937,0.936,2.09906418901303e-22
"EPB41L2",8.3636476866361e-27,-0.356256235771478,0.483,0.628,2.09969375172999e-22
"SH3GLB2",8.61023446472284e-27,-0.251908161620456,0.277,0.452,2.16159936236867e-22
"SLC2A13",1.18046030218872e-26,-0.292746509980904,0.683,0.828,2.96354558864477e-22
"NXPH1",1.25366779857707e-26,-0.549095272405955,0.144,0.266,3.14733300832773e-22
"SLC8A1",1.27374373084471e-26,0.363084601858615,0.843,0.77,3.19773363628564e-22
"SLC35F3",1.37953278570338e-26,0.697839852806764,0.607,0.592,3.46331705850833e-22
"FRRS1L",1.55915484624019e-26,-0.25633980131932,0.418,0.622,3.914258241486e-22
"ERC2",2.06382881090082e-26,0.44312744052026,0.813,0.803,5.18124222976652e-22
"EFHD2",3.57655897282725e-26,-0.285933905119871,0.152,0.285,8.97895130128282e-22
"OLFM3",4.15572600442993e-26,0.451398351232362,0.676,0.594,1.04329501341213e-21
"NPIPB5",4.30744690710132e-26,0.519548671140874,0.322,0.228,1.08138454602779e-21
"HLF",6.48916002777615e-26,-0.259996959483939,0.272,0.443,1.6291036249732e-21
"SPOCK3",7.67727364650079e-26,-0.399545006246385,0.475,0.619,1.92737954895402e-21
"TSC22D1",1.40670185664169e-25,-0.279431157519162,0.618,0.785,3.53152501109897e-21
"SLC35F1",2.03805196707307e-25,0.519522936363996,0.641,0.604,5.11652946333694e-21
"SLC44A5",4.28158251450515e-25,-0.477794144287257,0.387,0.521,1.07489129026652e-20
"MT-ND1",5.23456769877202e-25,0.427964909847875,0.881,0.923,1.31413822077672e-20
"MT-CO3",5.44201741747959e-25,0.304446551740362,0.982,0.99,1.36621847265825e-20
"PEG10",6.30207529677069e-25,-0.288651946116323,0.174,0.311,1.58213600325428e-20
"RASGRF2",6.44373853812305e-25,-0.329788002997469,0.453,0.604,1.61770055999579e-20
"SNTG1",9.78587243050485e-25,0.323019156389314,0.881,0.844,2.45674327367824e-20
"CARMIL1",1.10406231385085e-24,0.543536744482048,0.54,0.472,2.77174843892256e-20
"NECTIN3",1.12099502449429e-24,-0.283226219787031,0.325,0.482,2.81425800899292e-20
"ABLIM1",1.62896776076813e-24,-0.266471726289126,0.547,0.733,4.08952356340838e-20
"GAPDH",1.80868150604065e-24,-0.273397680626594,0.417,0.619,4.54069492091506e-20
"ZBBX",2.38371977698318e-24,-0.250767897798598,0.151,0.276,5.98432850011627e-20
"PLD3",3.05043110465605e-24,-0.251669789670629,0.442,0.643,7.658107288239e-20
"KLF12",3.16588808835688e-24,-0.304435542035947,0.322,0.473,7.94796204581994e-20
"UNC5D",6.09141857158266e-24,0.43909765483922,0.743,0.665,1.52925063239583e-19
"GLS",8.14530482813602e-24,-0.27183767082785,0.63,0.792,2.04487877710355e-19
"AC019211.1",1.51539919763292e-23,0.564566201582974,0.33,0.234,3.80440968565744e-19
"FP671120.1",1.7107723552085e-23,-0.371307106205082,0.487,0.686,4.29489399775093e-19
"OLFM1",2.40007574222269e-23,-0.272094512957338,0.435,0.61,6.02539015085007e-19
"RIMS3",2.87895241684707e-23,-0.280152356710651,0.299,0.466,7.22761004249456e-19
"CACNA1C",3.92746188540923e-23,0.326077211316469,0.797,0.804,9.85989306331988e-19
"SH3GL2",4.73572955861209e-23,0.457286667430331,0.654,0.61,1.18890490568957e-18
"KIF26B",5.58461699183886e-23,-0.387723994721045,0.148,0.266,1.40201809580114e-18
"STXBP1",6.12489084057541e-23,-0.266232784508325,0.561,0.745,1.53765384552646e-18
"GABRB1",6.90542062632289e-23,0.325876868222533,0.79,0.805,1.73360584823836e-18
"KCNAB1",1.03913167700975e-22,-0.502561961128063,0.296,0.427,2.60874007513297e-18
"KIAA0930",1.04075684736777e-22,0.560858552119851,0.555,0.534,2.61282006531678e-18
"FOXP1",2.37510292571248e-22,0.349374228721757,0.725,0.708,5.96269589500119e-18
"SLC26A3",2.60239499188332e-22,0.520397225411922,0.352,0.271,6.53331262712307e-18
"NCALD",2.81719094683308e-22,-0.251706663941247,0.434,0.606,7.07255787202444e-18
"CADM1",1.0071337613845e-21,0.456038427086121,0.726,0.727,2.52840930795578e-17
"BMPER",1.33805005260281e-21,0.56150650469199,0.464,0.404,3.35917465705934e-17
"PHYHIP",2.3073651342382e-21,-0.440988596398824,0.619,0.748,5.79264016950499e-17
"NCEH1",2.92369170114927e-21,-0.265572023667871,0.331,0.501,7.33992801573525e-17
"AGAP1",6.998278012953e-21,0.391111249288175,0.714,0.731,1.75691769515185e-16
"ZNF385D",7.8103876210173e-21,-0.377698517863172,0.327,0.446,1.96079781225639e-16
"DPH6-DT",1.14015806953508e-20,0.543951182231072,0.338,0.261,2.86236683356783e-16
"YWHAZ",1.66402024170291e-20,-0.271369601405214,0.473,0.664,4.17752281679517e-16
"LRRTM3",2.3844593890977e-20,0.398015279437606,0.718,0.712,5.98618529632977e-16
"NLGN1",2.766146406597e-20,0.278171335043394,0.889,0.851,6.94441055376178e-16
"COBL",3.78324118827517e-20,0.44962207706235,0.556,0.526,9.49782700316483e-16
"WASF1",5.23905535610554e-20,-0.256452107734033,0.45,0.607,1.31526484715029e-15
"CADPS2",6.1721126344687e-20,0.408472626554436,0.628,0.51,1.54950887688337e-15
"TOX",6.4625071055242e-20,0.633439632067593,0.444,0.353,1.62241240884185e-15
"SORL1",1.68936282983018e-19,-0.254017424861257,0.509,0.66,4.24114538428867e-15
"HS3ST5",7.81500560974632e-19,0.434870379110156,0.364,0.282,1.96195715832681e-14
"PRICKLE2",8.72839940147023e-19,0.400964614374692,0.571,0.563,2.1912646697391e-14
"SORCS1",1.2972011102691e-18,0.427194252672069,0.622,0.586,3.25662338733058e-14
"ADARB2",1.32677544856325e-18,-0.649795205026783,0.211,0.314,3.33086976361804e-14
"GAB1",4.94690799267519e-18,0.524749852258821,0.498,0.458,1.24192125156111e-13
"RAPGEF2",7.75933287614412e-18,0.337423175197026,0.742,0.757,1.94798051855598e-13
"LRFN5",1.23330356863195e-17,0.310718774670355,0.797,0.781,3.0962086090505e-13
"PTPRT",1.26193685143195e-17,0.311216101414622,0.608,0.498,3.16809246551992e-13
"MACROD2",1.37386980649715e-17,-0.252598729990045,0.825,0.874,3.44910014921111e-13
"LHFPL6",1.64691384474813e-17,0.554024734690515,0.372,0.3,4.13457720724019e-13
"DCC",1.80594702021891e-17,0.59490804000875,0.484,0.405,4.53382999425956e-13
"ROBO2",1.86492516499643e-17,0.390241592678144,0.842,0.84,4.68189462672353e-13
"CNTN4",2.04724441277796e-17,0.369893718149349,0.769,0.781,5.13960709827907e-13
"CNTNAP4",2.2601114899562e-17,-0.315603162852214,0.345,0.481,5.67400989553503e-13
"MSRA",2.59538359930673e-17,0.303833016443189,0.769,0.777,6.51571052605954e-13
"CDH10",2.98512632061707e-17,0.394504268800527,0.644,0.627,7.49415962790915e-13
"CNKSR2",3.2280089132791e-17,0.326596757632773,0.75,0.734,8.10391637678718e-13
"GRIA1",6.86926663877048e-17,0.314300492404748,0.752,0.775,1.72452938966333e-12
"MLLT3",7.6468351768233e-17,0.388654443149321,0.705,0.736,1.91973797114149e-12
"PLD5",8.58887824279612e-17,-0.465644086493012,0.193,0.291,2.15623788285397e-12
"TJP1",1.05390893293839e-16,0.410550518677336,0.655,0.674,2.64583837614182e-12
"CDH2",2.64417237052549e-16,0.402750087858788,0.631,0.655,6.63819473620425e-12
"PPFIA2",5.4349678983396e-16,0.25301862022817,0.851,0.829,1.36444869087816e-11
"CADPS",5.50212100478364e-16,0.283563695313093,0.813,0.844,1.38130747825093e-11
"ERBB4",9.08462555507012e-16,-0.478024402726353,0.44,0.534,2.28069524560035e-11
"ARHGEF28",9.9414791483728e-16,0.443001353954406,0.264,0.192,2.49580834019899e-11
"TESPA1",2.50669050695424e-15,-0.363313186158593,0.291,0.383,6.29304651770862e-11
"PLCL1",2.87777011595039e-15,0.41476248306206,0.576,0.545,7.22464187609344e-11
"LRRC4C",1.21242579923306e-14,0.379908411684523,0.822,0.794,3.04379496897461e-10
"RAB27B",1.82886087327412e-14,0.446407767618517,0.334,0.277,4.59135522235468e-10
"SFMBT2",3.46835486047715e-14,0.384173831363137,0.252,0.178,8.70730487722788e-10
"CPNE4",3.96253124493644e-14,0.577899388516527,0.352,0.285,9.94793469041292e-10
"SEPT11",4.7965663695156e-14,0.386864197498632,0.555,0.571,1.20417798706689e-09
"MAN2A1",5.73156856472948e-14,0.549490468834019,0.481,0.456,1.43891028817534e-09
"KCNB2",7.33254700476526e-14,0.373081229905441,0.547,0.49,1.84083592554632e-09
"CAMK1D",7.55736218988896e-14,0.279827554737839,0.715,0.716,1.89727577777162e-09
"FP236383.1",8.44648237574665e-14,-0.27189128755079,0.573,0.743,2.1204894004312e-09
"SORBS2",1.26243026349444e-13,0.449820586557766,0.684,0.703,3.1693311765028e-09
"ANO3",1.97669038133786e-13,0.420134136436522,0.397,0.338,4.9624812023487e-09
"PDE4DIP",2.62902804229301e-13,0.250263014759338,0.795,0.818,6.6001749001766e-09
"C8orf34",3.34632972940696e-13,-0.426745592550797,0.206,0.295,8.40096078567618e-09
"KANSL1",3.9003081847655e-13,0.382184403976121,0.593,0.636,9.79172369785379e-09
"DGKG",4.7578200962853e-13,0.578936830880131,0.431,0.408,1.19445073517242e-08
"TSHZ2",6.23995469083032e-13,0.46347868346464,0.292,0.212,1.56654062513295e-08
"MAST3",1.41088609293079e-12,-0.256667817047147,0.385,0.506,3.54202953630275e-08
"TRPM3",1.5501142358154e-12,0.678181227615481,0.361,0.298,3.89156178901457e-08
"R3HDM1",1.5874895370638e-12,0.263470039715666,0.8,0.774,3.98539248279867e-08
"CCND3",2.60107291100826e-12,0.425649617551233,0.275,0.222,6.52999354308623e-08
"JPX",3.01604685965472e-12,0.513245249963797,0.403,0.381,7.57178564116317e-08
"GPM6B",3.71049046271463e-12,0.32119514041978,0.652,0.681,9.31518630664507e-08
"MBNL2",3.97000286305237e-12,0.289260143599677,0.651,0.647,9.96669218769298e-08
"TANC2",4.43047308341951e-12,0.276471747504871,0.731,0.755,1.11227026759247e-07
"TTLL7",4.57322151084965e-12,0.332936822601663,0.658,0.709,1.1481072602988e-07
"SNED1",6.60267770745588e-12,0.445310417268308,0.308,0.262,1.6576022384568e-07
"CA10",6.92024713281819e-12,0.442510837828092,0.454,0.403,1.73732804269401e-07
"SPTBN4",7.30142118094993e-12,0.37890580233179,0.619,0.66,1.83302178747748e-07
"HECW1",1.37600693106425e-11,0.303102224293784,0.689,0.692,3.45446540043679e-07
"TENM4",1.44666922874484e-11,0.416447720071205,0.602,0.627,3.63186309876391e-07
"GPC6",2.60972319402734e-11,0.369313981806127,0.487,0.414,6.55171007860564e-07
"SYNPR",3.59309838674499e-11,-0.378865002964857,0.352,0.438,9.02047349992329e-07
"FUT9",6.54868630259473e-11,0.351070613167846,0.674,0.7,1.64404769626641e-06
"AC011287.1",8.42087112929747e-11,0.372783451282012,0.47,0.4,2.11405969701013e-06
"SNCA",8.48576767196509e-11,0.309736249975185,0.537,0.519,2.13035197404684e-06
"ARGLU1",9.02146234675354e-11,0.47092539483327,0.436,0.435,2.26483812215248e-06
"KCNQ2",1.25397892302416e-10,0.359531338325555,0.526,0.556,3.14811408625217e-06
"AL117329.1",1.28200607597843e-10,0.434139865873175,0.409,0.365,3.21847625374384e-06
"FMN1",1.32191511466754e-10,0.272001456291167,0.627,0.59,3.31866789537287e-06
"DLC1",1.41284599362745e-10,0.643012611918878,0.291,0.241,3.54694986700171e-06
"EXOC4",1.59917201198167e-10,0.32371871097052,0.693,0.725,4.01472133607999e-06
"FSTL4",1.82892919843064e-10,0.345160770070418,0.5,0.461,4.59152675266013e-06
"BTBD9",2.02857969575279e-10,0.274313421077766,0.675,0.694,5.09274932618738e-06
"ZEB1",2.99663392842e-10,0.358184341956681,0.544,0.538,7.5230494772984e-06
"KIFC2",7.34479872716332e-10,0.377009607745162,0.576,0.614,1.84391172045435e-05
"PNISR",9.48718061780934e-10,0.304746500606312,0.665,0.698,2.38175669410104e-05
"ZDHHC14",1.33285277750682e-09,0.412730185623593,0.488,0.493,3.34612689793088e-05
"ASTN2",1.47881445347887e-09,-0.273206880814847,0.507,0.622,3.71256368545869e-05
"MYO16",1.96035386418385e-09,-0.334490950707686,0.184,0.25,4.92146837603357e-05
"BASP1-AS1",2.12513846143096e-09,0.413389634822256,0.431,0.415,5.33516010742243e-05
"DOCK4",2.74341630789395e-09,0.422115792868992,0.651,0.68,6.88734664096777e-05
"MYO1D",3.94404153111753e-09,0.454959507732763,0.406,0.392,9.90151626387055e-05
"FMNL2",5.6507515808513e-09,0.29579028315729,0.717,0.751,0.000141862118437272
"MIR181A1HG",1.00683100839801e-08,0.410137969808951,0.294,0.25,0.000252764924658321
"HSPA12A",1.26608330051733e-08,0.303277104780756,0.591,0.637,0.000317850212594876
"ADK",1.48888370716343e-08,0.3760562630539,0.579,0.634,0.000373784254683378
"GALNTL6",1.50436540165662e-08,-0.385306523433921,0.641,0.697,0.000377670934085894
"MICAL3",1.72313689458983e-08,0.330988832268234,0.593,0.652,0.000432593517386776
"FRMPD4",3.14721155983226e-08,0.266205860756738,0.836,0.841,0.000790107462095889
"MAML2",3.20925903685142e-08,0.561666355459431,0.264,0.224,0.000805684481201549
"R3HDM2",3.41995496580292e-08,0.382656120763207,0.472,0.49,0.000858579694164822
"PCDH15",5.96191838880915e-08,-0.388924231100519,0.238,0.307,0.00149673961151054
"GPC5",6.30605883956193e-08,0.310153819889233,0.448,0.39,0.00158313607167202
"GRIK2",7.04540985010127e-08,-0.287732375421312,0.856,0.884,0.00176875014286792
"PRICKLE1",7.58056948284168e-08,0.350266462122678,0.51,0.521,0.0019031019686674
"FIGN",7.70629566523969e-08,0.265889263097616,0.298,0.247,0.00193466552675842
"HTR1E",8.06781683304096e-08,0.367184243679887,0.498,0.497,0.00202542541593493
"BMS1P14",9.05784403614707e-08,0.319549638466476,0.343,0.318,0.00227397174527472
"SYN3",1.27761252585699e-07,0.302343730655918,0.679,0.708,0.00320744624616397
"PCSK2",4.00813817883084e-07,0.264414485330921,0.667,0.705,0.0100624308979548
"ESRRG",4.20357718542231e-07,0.33820197352494,0.543,0.552,0.0105530805240027
"GRIK4",4.34085035398296e-07,0.382595872140542,0.274,0.24,0.0108977048136742
"SSH2",4.38273864681284e-07,0.336913530486748,0.606,0.661,0.0110028653728236
"CTNNA3",4.50250637817388e-07,0.652750468703764,0.285,0.255,0.0113035422624055
"MACF1",4.65691256889965e-07,0.260599057385413,0.681,0.737,0.0116911790042226
"KIAA1958",5.05697570442961e-07,0.336180653428103,0.29,0.255,0.0126955375059705
"AFF2",5.85633442865973e-07,0.418019304377263,0.314,0.276,0.0147023275831503
"MT-CO2",6.15797299857026e-07,-0.294538883940896,0.987,0.998,0.0154595912129106
"NWD2",1.01840401335195e-06,0.382071150703499,0.356,0.337,0.0255670327552008
"AC120193.1",1.04402036452886e-06,0.425618214023058,0.364,0.342,0.0262101312514971
"CALN1",1.72732641243864e-06,0.307285339898543,0.5,0.495,0.043364529584272
"ARAP2",2.1720065576632e-06,0.284275479245498,0.535,0.523,0.0545282246301347
"SHISA9",2.23135373774504e-06,0.281696421792251,0.615,0.632,0.0560181355860891
"DPP7",2.28268407390583e-06,0.383617405247188,0.466,0.49,0.0573067836754058
"PTCHD1-AS",4.2940419121079e-06,0.405281332770752,0.345,0.319,0.107801922203469
"ZFAND3",4.73706390389847e-06,0.268705003811827,0.631,0.695,0.118923989307371
"SLC17A7",5.36804824421765e-06,-0.337897397701831,0.449,0.515,0.134764851171084
"TMEM117",6.7967791058074e-06,0.364096514051653,0.515,0.551,0.170633139451295
"TMTC2",7.42358748169322e-06,0.324667989277786,0.355,0.313,0.186369163727908
"PRELID2",7.68985080477113e-06,-0.290935433086589,0.341,0.419,0.193053704453779
"NIN",9.46918969829842e-06,0.300832733074557,0.529,0.56,0.237724007375782
"NEAT1",9.92582835069493e-06,0.396596843492646,0.251,0.212,0.249187920744196
"GPATCH8",1.0128441616035e-05,0.277957015409074,0.602,0.678,0.254274526770558
"CCDC3",1.15408895810564e-05,0.321797288323394,0.424,0.429,0.289734032932422
"KCND2",1.31240864302218e-05,0.258830681558103,0.817,0.797,0.329480189830718
"AC067956.1",1.39465531579769e-05,0.32505357466611,0.295,0.261,0.35012821703101
"MAP2K5",2.7516163161001e-05,0.334734763206546,0.533,0.582,0.690793276156929
"CDH20",3.22612623735387e-05,0.628586000120024,0.353,0.349,0.80991899188769
"BDP1",3.58631530779326e-05,0.364650430543383,0.446,0.478,0.900344458021499
"SLC16A1-AS1",4.48123211803373e-05,0.391454792862785,0.375,0.38,1
"PARP8",4.62144188439884e-05,0.294774309737934,0.55,0.591,1
"SEZ6L",4.92546158331735e-05,0.252905829955157,0.555,0.584,1
"DLG1",5.56617399419348e-05,0.259668346499226,0.608,0.644,1
"HMGB1",6.53072359257149e-05,0.330025927720253,0.507,0.556,1
"CSGALNACT1",6.86059399972416e-05,0.301023374851623,0.459,0.469,1
"VTI1A",8.22903384273924e-05,0.28847681383651,0.577,0.629,1
"AFF1",9.82942826577971e-05,0.396063286691411,0.285,0.27,1
"SYNPO2",0.000107055173900484,0.37936490014534,0.345,0.347,1
"ASXL3",0.000209126346524862,0.347540519680132,0.452,0.484,1
"PIP4K2A",0.000294065953400519,0.550935088542387,0.306,0.301,1
"PRKG1",0.000339678927124964,0.428847980280647,0.53,0.552,1
"ST6GALNAC3",0.000381057032950103,0.342687254635124,0.371,0.365,1
"SGK1",0.000392909778807397,0.353622384515802,0.336,0.323,1
"BCAS3",0.000407710677038527,0.262020036716115,0.628,0.699,1
"ZSWIM6",0.000427576863663348,0.330104061605554,0.544,0.594,1
"ANKRD11",0.000438258696990559,0.339654245276083,0.435,0.47,1
"SCN3A",0.000518858756208336,0.27664555260984,0.585,0.652,1
"XYLT1",0.000588083714155666,0.308916197206314,0.32,0.316,1
"RAP1GAP2",0.000610455967315189,0.320919181487827,0.345,0.351,1
"ADGRV1",0.000623705673043239,0.370962155408842,0.262,0.247,1
"MAP6",0.000748379756949604,0.335392924167997,0.311,0.309,1
"PPP1R16B",0.000777094290379646,0.364082179210349,0.382,0.403,1
"TBC1D1",0.00083328816390683,0.37559673436157,0.371,0.391,1
"CNR1",0.00116197184548927,-0.270303388978664,0.21,0.255,1
"PDE4B",0.00127377487209262,0.368494437618751,0.426,0.421,1
"UBE2D3",0.00191339563473911,0.283686669224001,0.52,0.581,1
"KLHL29",0.00200188211395106,0.349954412116493,0.39,0.406,1
"LINC00599",0.00208330175742118,0.34930744344198,0.492,0.539,1
"BBS9",0.0023151251625903,0.307208589614818,0.472,0.519,1
"FAM66D",0.00285743408848803,0.32196057987996,0.319,0.33,1
"AC073050.1",0.00301816949581181,0.252059721696752,0.643,0.694,1
"STARD13",0.00313461025340547,0.284870687245784,0.388,0.398,1
"AP001347.1",0.00382321559564447,0.384369876205168,0.377,0.396,1
"ZNF804B",0.00422699424025985,0.569589528662165,0.407,0.42,1
"CDK10",0.00464834004928757,0.342139382472778,0.3,0.302,1
"C9orf3",0.00499192670102363,0.265980450612341,0.507,0.56,1
"NOS1AP",0.00688065449607759,0.310550490502448,0.413,0.451,1
"HDAC4",0.00890645963757412,0.365979684767369,0.333,0.352,1
"LRP1",0.0101787178024416,0.306452368300086,0.278,0.28,1
"FAM13A",0.0121364009346869,0.288950286093325,0.417,0.44,1
"ATG7",0.0139406048947904,0.271603857631179,0.452,0.5,1
"KDM6A",0.0158707959054225,0.312076167231114,0.358,0.388,1
"MIR2052HG",0.0200552564091724,0.297421553284502,0.266,0.261,1
"ANKRD36B",0.0201982439823939,0.255410753804337,0.429,0.474,1
"CYHR1",0.0208648271075726,0.33393332832019,0.279,0.284,1
"QKI",0.021098470681373,0.290439073611557,0.534,0.551,1
"SLCO3A1",0.021900894929224,0.257469341860864,0.451,0.49,1
"SRRM1",0.0271147651582167,0.30472006345359,0.308,0.319,1
"MIR4500HG",0.0388483790854392,0.255457374407035,0.278,0.279,1
"MIR4435-2HG",0.0664748110876053,0.284447080929587,0.25,0.251,1
"FRAS1",0.0700626415435618,0.392731278073277,0.335,0.353,1
"FBXO42",0.079375939066373,0.313709736300239,0.322,0.35,1
"PKN2-AS1",0.0872152440672448,0.286897382827777,0.282,0.287,1
"DDAH1",0.0901349752733529,0.252685703933014,0.352,0.38,1
"AL117190.2",0.104729788576431,0.479682595745257,0.242,0.254,1
"DNAH6",0.106760968237377,0.251073133004371,0.331,0.351,1
"ASCC3",0.116123020446287,0.261960379540041,0.445,0.508,1
"CENPP",0.126815207855873,0.261910172467414,0.313,0.331,1
"RASA2",0.131506585371873,0.273019501506951,0.46,0.534,1
"CDH11",0.159586677403855,0.276044204863072,0.285,0.298,1
"PHLPP1",0.160741738536419,0.28700636277189,0.313,0.381,1
"TRPC5",0.165020317082779,0.275515545899859,0.254,0.263,1
"SFPQ",0.168138498894487,0.261490416810458,0.427,0.498,1
"XPO1",0.168214404701244,0.311017631457058,0.367,0.414,1
"SMG1",0.178843934927389,0.250972557624604,0.44,0.515,1
"PIGQ",0.198082771382717,0.259974473965801,0.327,0.358,1
"NEO1",0.204546179950015,0.270672872534466,0.386,0.438,1
"GAB2",0.20967884196247,0.25727916945994,0.299,0.318,1
"EDIL3",0.268194937584772,0.32597674717287,0.526,0.605,1
"MLLT6",0.277344054398012,0.273063428062227,0.216,0.252,1
"TPD52L2",0.298432650215669,0.301400319836768,0.276,0.298,1
"MAT2A",0.298635738815505,0.263425996234074,0.261,0.279,1
"MAST1",0.300894528288637,0.258204046817476,0.385,0.435,1
"ACTN1",0.338013350919105,0.268138505311596,0.336,0.371,1
"TRPS1",0.382085844528462,0.270710548950171,0.383,0.443,1
"ZNRF3",0.404100821005587,0.269059321771854,0.271,0.295,1
"ATXN7L1",0.407577750249695,0.259965817083293,0.361,0.406,1
"CBLN2",0.43276609659599,-0.479333125536611,0.532,0.468,1
"CRIP2",0.437102944220014,0.253767644956333,0.235,0.251,1
"MIR29B2CHG",0.438110069737726,0.282350461543107,0.322,0.367,1
"NFASC",0.438181707860298,0.271897015274696,0.439,0.517,1
"NAV1",0.438505771440032,0.269547992374232,0.372,0.416,1
"TLE4",0.493678656578334,0.363143449192328,0.286,0.317,1
"OPHN1",0.694372359065281,0.266878517337213,0.359,0.418,1
"AHCYL2",0.769088722284058,0.276016937638432,0.391,0.451,1
"DNAJC1",0.850015385347409,0.280252457674832,0.325,0.375,1
"SMAP1",0.851908544503426,0.260361375973209,0.424,0.513,1
"SGK3",0.869450835849852,0.273853434229,0.238,0.268,1
"AKT2",0.964509928011584,0.276430029432926,0.265,0.304,1
